Gene_ID	KO_ID	Description	Pathway	Pathway Function	Major_Group
evm.model.CP144692.1_RagTag.3485	K02183	CALM; calmodulin	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1290	K02183	CALM; calmodulin	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.681	K08049	ADCY9; adenylate cyclase 9 [EC:4.6.1.1]	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.1784	K13296	PDE3B; cGMP-inhibited 3',5'-cyclic phosphodiesterase B [EC:3.1.4.17]	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2781	K03898	KNG, BK; kininogen	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.4349	K07187	IRS2; insulin receptor substrate 2	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.1128	K07187	IRS2; insulin receptor substrate 2	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_1575.3	K21289	PIK3CG; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [EC:2.7.1.153]	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2061	K21290	PIK3R5_6; phosphoinositide-3-kinase regulatory subunit 5/6	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.2094	K15040	VDAC2; voltage-dependent anion channel protein 2	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.2058	K05863	SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2280	K05863	SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.84	K05863	SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.6305	K05863	SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.2318	K04450	ATF2, CREBP1; cyclic AMP-dependent transcription factor ATF-2	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2390	K09048	CREB3; cyclic AMP-responsive element-binding protein 3	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144697.1_RagTag.1408	K09049	ATF6B, CREBL1; cyclic AMP-dependent transcription factor ATF-6 beta	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.3428	K06274	VASP; vasodilator-stimulated phosphoprotein	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2949	K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	cGMP-PKG signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.1186	K04357	EGF; epidermal growth factor	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1487	K05448	VEGFA; vascular endothelial growth factor A	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.2649	K05467	ANGPT4; angiopoietin 4	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2790	K03099	SOS; son of sevenless	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.3576	K03099	SOS; son of sevenless	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2949	K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4940	K06237	COL4A; collagen type IV alpha	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1631	K06238	COL6A; collagen type VI alpha	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.2869	K06238	COL6A; collagen type VI alpha	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.3239	K05637	LAMA1_2; laminin, alpha 1/2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2017	K05637	LAMA1_2; laminin, alpha 1/2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.1701	K05637	LAMA1_2; laminin, alpha 1/2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.3692	K06240	LAMA3_5; laminin, alpha 3/5	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2529	K05636	LAMB1; laminin, beta 1	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3274	K05636	LAMB1; laminin, beta 1	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.862	K06243	LAMB2; laminin, beta 2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1889	K06243	LAMB2; laminin, beta 2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.2061	K06244	LAMB3; laminin, beta 3	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.5441	K06247	LAMC3; laminin, gamma 3	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_2800.6	K06247	LAMC3; laminin, gamma 3	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.3676	K06249	RELN; reelin [EC:3.4.21.-]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.1908	K04659	THBS2S; thrombospondin 2/3/4/5	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4853	K04659	THBS2S; thrombospondin 2/3/4/5	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.1254	K04659	THBS2S; thrombospondin 2/3/4/5	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.2768	K05717	FN1; fibronectin 1	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.56	K06251	VTN; vitronectin	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.3137	K06252	TN; tenascin	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.2089	K06252	TN; tenascin	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.2884	K06484	ITGA5, CD49e; integrin alpha 5	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.634	K05719	ITGB1, CD29; integrin beta 1	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.5153	K06493	ITGB3, CD61; integrin beta 3	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.530	K04129	CHRM1; muscarinic acetylcholine receptor M1	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_3061.1	K04536	GNB1; guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_1575.3	K21289	PIK3CG; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [EC:2.7.1.153]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2061	K21290	PIK3R5_6; phosphoinositide-3-kinase regulatory subunit 5/6	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.956	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1480	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4369	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1169	K07207	TSC2; tuberous sclerosis 2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1716	K07203	MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.138	K07204	RAPTOR; regulatory associated protein of mTOR	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.193	K03259	EIF4E; translation initiation factor 4E	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.4001	K03259	EIF4E; translation initiation factor 4E	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.5626	K03258	EIF4B; translation initiation factor 4B	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.985	K01110	PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.3462	K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4036	K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.4391	K03456	PPP2R1; serine/threonine-protein phosphatase 2A regulatory subunit A	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.252	K04354	PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1032	K04354	PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.1216	K11583	PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.1217	K11583	PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.544	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.3583	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2054	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.253	K04079	HSP90A, htpG; molecular chaperone HtpG	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.255	K04079	HSP90A, htpG; molecular chaperone HtpG	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144689.1_RagTag.76	K09487	HSP90B, TRA1; heat shock protein 90kDa beta	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.227	K09487	HSP90B, TRA1; heat shock protein 90kDa beta	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2257	K09554	CDC37; cell division cycle protein 37	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.1986	K16333	CRTC2, TORC2; CREB-regulated transcription coactivator 2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_2328.4	K00693	GYS; glycogen synthase [EC:2.4.1.11]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.3587	K01596	E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1265	K06630	YWHAE; 14-3-3 protein epsilon	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3294	K06630	YWHAE; 14-3-3 protein epsilon	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_2308.7	K04570	BCL2L1, bcl-xL; Bcl-2-like 1 (apoptosis regulator Bcl-X)	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.2318	K04450	ATF2, CREBP1; cyclic AMP-dependent transcription factor ATF-2	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2390	K09048	CREB3; cyclic AMP-responsive element-binding protein 3	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144697.1_RagTag.1408	K09049	ATF6B, CREBL1; cyclic AMP-dependent transcription factor ATF-6 beta	PI3K-Akt signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.1422	K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.3512	K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.862	K08272	CAB39, MO25; calcium binding protein 39	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1024	K07297	ADIPOR; adiponectin receptor	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.956	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1480	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4369	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1518	K07199	PRKAB; 5'-AMP-activated protein kinase, regulatory beta subunit	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.1294	K19028	PFKFB1; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.2837	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.307	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144697.1_RagTag.3216	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144689.1_RagTag.106	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.2993	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.851	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.231	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1502	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.2832	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144697.1_RagTag.2463	K00850	pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.3587	K01596	E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.1986	K16333	CRTC2, TORC2; CREB-regulated transcription coactivator 2	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2390	K09048	CREB3; cyclic AMP-responsive element-binding protein 3	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.691	K06627	CCNA; cyclin-A	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3775	K06627	CCNA; cyclin-A	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.1665	K03234	EEF2; elongation factor 2	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_2328.4	K00693	GYS; glycogen synthase [EC:2.4.1.11]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.2448	K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.725	K00021	HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.396	K00665	FASN; fatty acid synthase, animal type [EC:2.3.1.85]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.5463	K00665	FASN; fatty acid synthase, animal type [EC:2.3.1.85]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.1723	K00507	SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.830	K01578	MLYCD; malonyl-CoA decarboxylase [EC:4.1.1.9]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.3630	K08765	CPT1A; carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.3462	K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4036	K04382	PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.4391	K03456	PPP2R1; serine/threonine-protein phosphatase 2A regulatory subunit A	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.252	K04354	PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1032	K04354	PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.1216	K11583	PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.1217	K11583	PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.544	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.3583	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2054	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.917	K07877	RAB2A; Ras-related protein Rab-2A	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.4349	K07187	IRS2; insulin receptor substrate 2	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.1128	K07187	IRS2; insulin receptor substrate 2	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1169	K07207	TSC2; tuberous sclerosis 2	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1716	K07203	MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.138	K07204	RAPTOR; regulatory associated protein of mTOR	AMPK signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144690.1_RagTag.1631	K06519	SLC3A2, MDU1, CD98; solute carrier family 3, member 2	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4350	K02145	ATPeV1A, ATP6A; V-type H+-transporting ATPase subunit A [EC:7.1.2.2]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.14	K02147	ATPeV1B, ATP6B; V-type H+-transporting ATPase subunit B	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.3202	K02150	ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3286	K02150	ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2096	K02152	ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1095	K02144	ATPeV1H; V-type H+-transporting ATPase subunit H	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1853	K14299	SEH1; nucleoporin SEH1	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_2290.9	K20408	WDR24, SEA2; SEA/GATOR complex protein SEA2/WDR24	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.212	K14004	SEC13; protein transport protein SEC13	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.207	K14004	SEC13; protein transport protein SEC13	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.3301	K20404	DEPDC5, SEA1; SEA/GATOR complex protein SEA1/DEPDC5	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.176	K20404	DEPDC5, SEA1; SEA/GATOR complex protein SEA1/DEPDC5	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3030	K03875	SKP2, FBXL1; F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.138	K07204	RAPTOR; regulatory associated protein of mTOR	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.1716	K07203	MTOR, FRAP, TOR; serine/threonine-protein kinase mTOR [EC:2.7.11.1]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.2507	K11137	TELO2, TEL2; telomere length regulation protein	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.3559	K20403	TTI1; TELO2-interacting protein 1	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.516	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
