Gene_Name	GO_ID	GO_Name	GO_Annotation	GO_Aspect
evm.model.contig_2384.4	GO:0005507	copper ion binding	Binding to a copper (Cu) ion.	molecular_function
evm.model.CP144690.1_RagTag.3195	GO:0004046	aminoacylase activity	Catalysis of the reaction: an N-acyl-L-amino acid + H2O = a carboxylate + an L-amino acid.	molecular_function
evm.model.contig_2002.5	GO:0004449	isocitrate dehydrogenase (NAD+) activity	Catalysis of the reaction: isocitrate + NAD+ = 2-oxoglutarate + CO2 + NADH.	molecular_function
evm.model.CP144699.1_RagTag.3982	GO:0015918	sterol transport	The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule.	biological_process
evm.model.CP144693.1_RagTag.331	GO:0012505	endomembrane system	A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles.	cellular_component
evm.model.contig_2606.1	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
evm.model.CP144693.1_RagTag.225	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
evm.model.CP144692.1_RagTag.3610	GO:0005515	protein binding	Binding to a protein.	molecular_function
evm.model.CP144693.1_RagTag.356	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144690.1_RagTag.178	GO:0004449	isocitrate dehydrogenase (NAD+) activity	Catalysis of the reaction: isocitrate + NAD+ = 2-oxoglutarate + CO2 + NADH.	molecular_function
evm.model.CP144691.1_RagTag.602	GO:0016788	hydrolase activity, acting on ester bonds	Catalysis of the hydrolysis of any ester bond.	molecular_function
evm.model.CP144690.1_RagTag.1207	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Any process involved in the maturation of a precursor Large SubUnit (LSU) ribosomal RNA (rRNA) molecule into a mature LSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and Large Subunit (LSU) in that order from 5' to 3' along the primary transcript.	biological_process
evm.model.CP144690.1_RagTag.835	GO:0004190	aspartic-type endopeptidase activity	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile.	molecular_function
evm.model.CP144694.1_RagTag.2784	GO:0005515	protein binding	Binding to a protein.	molecular_function
evm.model.CP144696.1_RagTag.3548	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144690.1_RagTag.770	GO:0000145	exocyst	A protein complex peripherally associated with the plasma membrane that determines where vesicles dock and fuse. At least eight complex components are conserved between yeast and mammals.	cellular_component
evm.model.CP144690.1_RagTag.4012	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
evm.model.CP144692.1_RagTag.2197	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
evm.model.CP144691.1_RagTag.2989	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0).	molecular_function
evm.model.CP144695.1_RagTag.1554	GO:0008194	UDP-glycosyltransferase activity	Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule.	molecular_function
evm.model.CP144690.1_RagTag.1566	GO:0051082	unfolded protein binding	Binding to an unfolded protein.	molecular_function
evm.model.CP144700.1_RagTag.5986	GO:0005773	vacuole	A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol.	cellular_component
evm.model.contig_2103.2	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144695.1_RagTag.2745	GO:0016788	hydrolase activity, acting on ester bonds	Catalysis of the hydrolysis of any ester bond.	molecular_function
evm.model.CP144690.1_RagTag.781	GO:0009058	biosynthetic process	A cellular process consisting of the biochemical pathways by which a living organism synthesizes chemical substances. This typically represents the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.	biological_process
evm.model.contig_1250.4	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.	molecular_function
evm.model.CP144696.1_RagTag.3692	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
evm.model.CP144699.1_RagTag.2679	GO:0005524	ATP binding	Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.	molecular_function
evm.model.CP144700.1_RagTag.3773	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
evm.model.contig_3175.5	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144691.1_RagTag.1002	GO:0005730	nucleolus	A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome.	cellular_component
evm.model.CP144693.1_RagTag.1467	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	The chemical reactions and pathways resulting in the formation of the Mo-molybdopterin cofactor, essential for the catalytic activity of some enzymes. The cofactor consists of a mononuclear molybdenum (Mo) ion coordinated by one or two molybdopterin ligands.	biological_process
evm.model.CP144694.1_RagTag.2561	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144694.1_RagTag.1105	GO:0005085	guanyl-nucleotide exchange factor activity	Stimulates the exchange of GDP to GTP on a signaling GTPase, changing its conformation to its active form. Guanine nucleotide exchange factors (GEFs) act by stimulating the release of guanosine diphosphate (GDP) to allow binding of guanosine triphosphate (GTP), which is more abundant in the cell under normal cellular physiological conditions.	molecular_function
evm.model.CP144695.1_RagTag.4373	GO:0003676	nucleic acid binding	Binding to a nucleic acid.	molecular_function
evm.model.CP144695.1_RagTag.1274	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144695.1_RagTag.1698	GO:0003743	translation initiation factor activity	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide.	molecular_function
evm.model.CP144700.1_RagTag.6073	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
evm.model.CP144699.1_RagTag.2501	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144700.1_RagTag.169	GO:0055062	phosphate ion homeostasis	Any process involved in the maintenance of an internal steady state of phosphate ions within an organism or cell.	biological_process
evm.model.CP144696.1_RagTag.224	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144700.1_RagTag.4541	GO:0010052	guard cell differentiation	The process in which a guard mother cell acquires the specialized features of a guard cell.	biological_process
evm.model.CP144700.1_RagTag.5570	GO:0051287	NAD binding	Binding to nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH.	molecular_function
evm.model.contig_3545.7	GO:0005643	nuclear pore	A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined.	cellular_component
evm.model.CP144697.1_RagTag.2063	GO:0003743	translation initiation factor activity	Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide.	molecular_function
evm.model.CP144696.1_RagTag.512	GO:0005777	peroxisome	A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism.	cellular_component
evm.model.CP144693.1_RagTag.1521	GO:0005643	nuclear pore	A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined.	cellular_component
evm.model.CP144695.1_RagTag.2850	GO:0005874	microtubule	Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle.	cellular_component
evm.model.CP144692.1_RagTag.281	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144699.1_RagTag.462	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144697.1_RagTag.1316	GO:0030570	pectate lyase activity	Catalysis of the reaction: a pectate = a pectate + a pectate oligosaccharide with 4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate end. This reaction is the eliminative cleavage of pectate to give oligosaccharides with 4-deoxy-alpha-D-gluc-4-enuronosyl groups at their non-reducing ends.	molecular_function
evm.model.CP144691.1_RagTag.551	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144695.1_RagTag.1443	GO:0001510	RNA methylation	Posttranscriptional addition of a methyl group to either a nucleotide or 2'-O ribose in a polyribonucleotide. Usually uses S-adenosylmethionine as a cofactor.	biological_process
evm.model.CP144696.1_RagTag.1915	GO:0001097	TFIIH-class transcription factor complex binding	Binding to a general RNA polymerase II transcription factor belonging to the TFIIH complex, one of the factors involved in formation of the preinitiation complex (PIC) by RNA polymerase II.	molecular_function
evm.model.CP144696.1_RagTag.1805	GO:0000398	mRNA splicing, via spliceosome	The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.	biological_process
evm.model.CP144696.1_RagTag.419	GO:0003964	RNA-directed DNA polymerase activity	Catalysis of the reaction: a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); RNA-template-directed extension of the 3'-end of a DNA strand by one deoxynucleotide at a time.	molecular_function
evm.model.CP144690.1_RagTag.589	GO:0005788	endoplasmic reticulum lumen	The volume enclosed by the membranes of the endoplasmic reticulum.	cellular_component
evm.model.CP144695.1_RagTag.4448	GO:0010143	cutin biosynthetic process	The chemical reactions and pathways resulting in the formation of cutin, a waxy substance, which combined with cellulose forms a substance nearly impervious to water and constituting the cuticle in plants.	biological_process
evm.model.CP144690.1_RagTag.4017	GO:0000445	THO complex part of transcription export complex	The THO complex when it is part of the TREX (TRanscription EXport) complex that is involved in coupling transcription to export of mRNAs to the cytoplasm. In S. cerevisiae, it is composed of four subunits: Hpr1, Tho2, Thp1, and Mft1, while the human complex is composed of 7 subunits.	cellular_component
evm.model.CP144696.1_RagTag.3604	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
evm.model.CP144695.1_RagTag.1037	GO:0004672	protein kinase activity	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.	molecular_function
evm.model.CP144692.1_RagTag.305	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
evm.model.CP144700.1_RagTag.6055	GO:0004657	proline dehydrogenase activity	Catalysis of the reaction: L-proline + a quinone = (S)-1-pyrroline-5-carboxylate + a quinol + H+.	molecular_function
evm.model.CP144691.1_RagTag.592	GO:0003924	GTPase activity	Catalysis of the reaction: GTP + H2O = GDP + H+ + phosphate.	molecular_function
evm.model.CP144694.1_RagTag.3180	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
evm.model.CP144694.1_RagTag.1349	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144692.1_RagTag.115	GO:0003676	nucleic acid binding	Binding to a nucleic acid.	molecular_function
evm.model.CP144699.1_RagTag.3409	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144691.1_RagTag.652	GO:0005743	mitochondrial inner membrane	The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae.	cellular_component
evm.model.CP144695.1_RagTag.3224	GO:0004252	serine-type endopeptidase activity	Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).	molecular_function
evm.model.CP144700.1_RagTag.821	GO:0010105	negative regulation of ethylene-activated signaling pathway	Any process that stops or prevents ethylene (ethene) signal transduction.	biological_process
evm.model.CP144696.1_RagTag.1715	GO:0004674	protein serine/threonine kinase activity	Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.	molecular_function
evm.model.CP144695.1_RagTag.2296	GO:0004842	ubiquitin-protein transferase activity	Catalysis of the transfer of ubiquitin from one protein to another via the reaction X-Ub + Y = Y-Ub + X, where both X-Ub and Y-Ub are covalent linkages.	molecular_function
evm.model.CP144697.1_RagTag.1972	GO:0000139	Golgi membrane	The lipid bilayer surrounding any of the compartments of the Golgi apparatus.	cellular_component
evm.model.CP144691.1_RagTag.2476	GO:0006629	lipid metabolic process	The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids.	biological_process
evm.model.CP144696.1_RagTag.2428	GO:0003333	amino acid transmembrane transport	The process in which an amino acid is transported across a membrane.	biological_process
evm.model.CP144697.1_RagTag.2613	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144699.1_RagTag.3077	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144697.1_RagTag.1622	GO:0080043	quercetin 3-O-glucosyltransferase activity	Catalysis of the transfer of a glucosyl group from UDP-glucose to the 3-hydroxy group of a quercetin molecule.	molecular_function
evm.model.CP144691.1_RagTag.569	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144695.1_RagTag.1344	GO:0004372	glycine hydroxymethyltransferase activity	Catalysis of the reaction: 5,10-methylenetetrahydrofolate + glycine + H2O = tetrahydrofolate + L-serine.	molecular_function
evm.model.contig_2221.2	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	Catalysis of the hydrolysis of any O-glycosyl bond.	molecular_function
evm.model.CP144691.1_RagTag.1711	GO:0016740	transferase activity	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.	molecular_function
evm.model.CP144690.1_RagTag.3966	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144700.1_RagTag.656	GO:0016788	hydrolase activity, acting on ester bonds	Catalysis of the hydrolysis of any ester bond.	molecular_function
evm.model.CP144697.1_RagTag.1978	GO:0006486	protein glycosylation	A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins.	biological_process
evm.model.CP144691.1_RagTag.1311	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).	molecular_function
evm.model.CP144692.1_RagTag.4093	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.	molecular_function
evm.model.CP144695.1_RagTag.1996	GO:0045927	positive regulation of growth	Any process that activates or increases the rate or extent of growth, the increase in size or mass of all or part of an organism.	biological_process
evm.model.CP144696.1_RagTag.1772	GO:0046872	metal ion binding	Binding to a metal ion.	molecular_function
evm.model.CP144693.1_RagTag.786	GO:0005227	calcium-activated cation channel activity	Enables the transmembrane transfer of an inorganic cation by a channel that opens when a calcium cation has been bound by the channel complex or one of its constituent parts.	molecular_function
evm.model.CP144696.1_RagTag.2022	GO:0006623	protein targeting to vacuole	The process of directing proteins towards the vacuole, usually using signals contained within the protein.	biological_process
evm.model.CP144695.1_RagTag.1392	GO:0016491	oxidoreductase activity	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.	molecular_function
evm.model.CP144691.1_RagTag.3500	GO:0004650	polygalacturonase activity	Catalysis of the random hydrolysis of (1->4)-alpha-D-galactosiduronic linkages in pectate and other galacturonans.	molecular_function
evm.model.CP144694.1_RagTag.2523	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
evm.model.CP144700.1_RagTag.3965	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144690.1_RagTag.3936	GO:0009690	cytokinin metabolic process	The chemical reactions and pathways involving cytokinins, a class of adenine-derived compounds that can function in plants as growth regulators.	biological_process
evm.model.CP144699.1_RagTag.681	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144692.1_RagTag.3555	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144690.1_RagTag.641	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144692.1_RagTag.2055	GO:0016787	hydrolase activity	Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc.	molecular_function
evm.model.CP144700.1_RagTag.6130	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144692.1_RagTag.3110	GO:0003700	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	molecular_function
evm.model.CP144692.1_RagTag.2731	GO:0000725	recombinational repair	A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region.	biological_process
evm.model.CP144694.1_RagTag.3429	GO:0016301	kinase activity	Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.	molecular_function
evm.model.CP144691.1_RagTag.1663	GO:0009639	response to red or far red light	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a red or far red light stimulus. Red light is electromagnetic radiation of wavelength of 580-700nm. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs.	biological_process
evm.model.CP144700.1_RagTag.5410	GO:0006606	protein import into nucleus	The directed movement of a protein from the cytoplasm to the nucleus.	biological_process
evm.model.CP144693.1_RagTag.1436	GO:0004674	protein serine/threonine kinase activity	Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.	molecular_function
evm.model.CP144691.1_RagTag.824	GO:0030570	pectate lyase activity	Catalysis of the reaction: a pectate = a pectate + a pectate oligosaccharide with 4-(4-deoxy-alpha-D-galact-4-enuronosyl)-D-galacturonate end. This reaction is the eliminative cleavage of pectate to give oligosaccharides with 4-deoxy-alpha-D-gluc-4-enuronosyl groups at their non-reducing ends.	molecular_function
evm.model.CP144695.1_RagTag.1246	GO:0000375	RNA splicing, via transesterification reactions	Splicing of RNA via a series of two transesterification reactions.	biological_process
evm.model.CP144696.1_RagTag.1322	GO:0009788	negative regulation of abscisic acid-activated signaling pathway	Any process that stops, prevents, or reduces the frequency, rate or extent of abscisic acid (ABA) signaling.	biological_process
evm.model.CP144700.1_RagTag.5615	GO:0005783	endoplasmic reticulum	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).	cellular_component
evm.model.contig_3357.4	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144699.1_RagTag.667	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144700.1_RagTag.4892	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144690.1_RagTag.4002	GO:0000808	origin recognition complex	A multisubunit complex that is located at the replication origins of a chromosome.	cellular_component
evm.model.CP144695.1_RagTag.820	GO:0006952	defense response	Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.	biological_process
evm.model.CP144697.1_RagTag.2219	GO:0005985	sucrose metabolic process	The chemical reactions and pathways involving sucrose, the disaccharide fructofuranosyl-glucopyranoside.	biological_process
evm.model.CP144690.1_RagTag.4118	GO:0008033	tRNA processing	The process in which a pre-tRNA molecule is converted to a mature tRNA, ready for addition of an aminoacyl group.	biological_process
evm.model.CP144700.1_RagTag.5141	GO:0048544	recognition of pollen	A cell recognition process in which pollen is recognized and either accepted or rejected by cells in the stigma.	biological_process
evm.model.CP144695.1_RagTag.3097	GO:0000976	transcription cis-regulatory region binding	Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon.	molecular_function
evm.model.CP144695.1_RagTag.2127	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
evm.model.CP144697.1_RagTag.872	GO:0005773	vacuole	A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol.	cellular_component
evm.model.CP144693.1_RagTag.2003	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
evm.model.CP144700.1_RagTag.5098	GO:0004084	branched-chain-amino-acid transaminase activity	Catalysis of the reaction: a branched-chain amino acid (L-leucine, L-isoleucine and L-valine) + 2-oxoglutarate = L-glutamate + a 2-oxocarboxylate derived from the branched-chain amino acid.	molecular_function
evm.model.CP144696.1_RagTag.175	GO:0005515	protein binding	Binding to a protein.	molecular_function
evm.model.CP144694.1_RagTag.2780	GO:0016788	hydrolase activity, acting on ester bonds	Catalysis of the hydrolysis of any ester bond.	molecular_function
evm.model.contig_2928.7	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144696.1_RagTag.3103	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144690.1_RagTag.1482	GO:0005515	protein binding	Binding to a protein.	molecular_function
evm.model.CP144700.1_RagTag.1020	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144695.1_RagTag.270	GO:0016491	oxidoreductase activity	Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.	molecular_function
